tested_ids,most_possible_intention,most_possible_intention_cf,second_possible_intention,second_possible_intention_cf,third_possible_intention,third_possible_intention_cf,ground_truth_intention
172,agent_1-harm-agent_2-putonto-cup_3-table_7,0.6,agent_1-get-cup_3-agent_2,0.3,agent_1-observe-agent_2,0.1,agent_1-harm-agent_2-get-cup_3-na
173,agent_1-find-agent_2,0.7,agent_1-harm-agent_2-get-cup_3-na,0.6,agent_1-find-cup_3,0.4,agent_1-observe-world
174,agent_1-find-agent_2,0.6,agent_1-observe-world,0.3,agent_1-na,0.1,agent_1-get-cup_3-agent_2
175,agent_1-get-cup_3-agent_2,0.7,agent_1-harm-agent_2-putonto-cup_3-table_7,0.6,agent_1-find-agent_2,0.4,agent_1-observe-world
176,agent_2-harm-agent_1-playwith-chess_3-me,0.8,agent_2-respondto-agent_1,0.7,agent_2-na,0.6,agent_2-get-chess_3-na
177,agent_2-get-chess_3-agent_1,0.75,agent_2-playwith-chess_3-agent_1,0.65,agent_2-find-agent_1,0.4,agent_2-harm-agent_1-get-chess_3-na
178,agent_2-get-chess_3-agent_1,0.8,agent_2-harm-agent_1-playwith-chess_3-agent_2,0.7,agent_2-find-agent_1,0.6,agent_2-observe-world
179,agent_2-get-chess_3-agent_1,0.85,agent_2-harm-agent_1-playwith-chess_3-agent_2,0.6,agent_2-observe-world,0.4,agent_2-observe-world
180,agent_2-harm-agent_1-get-chess_3-na,0.75,agent_2-get-chess_3-agent_1,0.6,agent_2-observe-world,0.15,agent_2-observe-world
181,agent_2-harm-agent_1-playwith-chess_3-agent_2,0.7,agent_2-get-chess_3-agent_1,0.2,agent_2-na,0.1,agent_2-harm-agent_1-playwith-chess_3-me
182,agent_2-harm-agent_1-playwith-chess_3-me,0.9,agent_2-get-chess_3-agent_1,0.7,agent_2-putonto-chess_3-table_1,0.6,agent_2-harm-agent_1-playwith-chess_3-me
183,agent_2-putonto-key_7-table_5,0.8,agent_2-get-key_7-key_7,0.7,agent_2-find-key_7,0.55,agent_2-get-key_7-na
184,agent_2-get-key_7-na,0.9,agent_2-observe-key_7,0.07,agent_2-na,0.03,agent_2-na
185,agent_2-help-agent_1-get-banana_4-box_6,0.9,agent_2-get-banana_4-box_6,0.85,agent_2-give-banana_4-agent_1,0.8,agent_2-open-box_6
186,agent_2-get-banana_4-box_6,0.75,agent_2-respondto-agent_1,0.15,agent_2-find-banana_4,0.1,agent_2-putonto-banana_4-table_5
187,agent_2-putonto-banana_4-table_5,0.9,agent_2-na,0.08,agent_2-get-key_7-na,0.02,agent_2-putonto-banana_4-table_5
188,agent_2-get-banana_4-table_5,0.7,agent_2-putonto-key_7-table_5,0.2,agent_2-na,0.1,agent_2-putonto-banana_4-table_5
189,agent_2-putonto-banana_4-table_5,0.9,agent_2-na,0.3,agent_2-playwith-banana_4-na,0.2,agent_2-putonto-banana_4-table_5
190,agent_2-putonto-banana_4-table_5,0.8,agent_2-get-banana_4-table_5,0.6,agent_2-na,0.4,agent_2-putonto-banana_4-table_5
191,"agent_1-get-chess_3-[0,200]",0.7,agent_1-playwith-chess_3-agent_2,0.6,agent_1-observe-agent_2,0.5,agent_1-playwith-chess_3-agent_2
192,agent_1-requesthelp-agent_2-playwith-chess_3-agent_2,0.7,agent_1-playwith-chess_3-agent_2,0.6,agent_1-inform-agent_2-playwith-chess_3-agent_2,0.5,agent_1-playwith-chess_3-agent_2
193,agent_1-playwith-chess_3-agent_2,0.8,agent_1-requesthelp-agent_2-playwith_chess_3_agent_1,0.65,agent_1-inform-agent_2-desiretoplaychess,0.55,agent_1-playwith-chess_3-agent_2
194,agent_1-playwith-chess_3-agent_2,0.9,agent_1-requesthelp-agent_2-playwith-chess_3-agent_2,0.8,agent_1-inform-agent_2-myintentisplaywithchess_3,0.7,agent_1-playwith-chess_3-agent_2
195,agent_1-inform-agent_2-intenttoplaychess,0.7,agent_1-playwith-chess_3-agent_2,0.6,agent_1-respondto-agent_2,0.4,agent_1-playwith-chess_3-agent_2
196,agent_1-inform-agent_2-let's play chess,0.8,agent_1-playwith-chess_3-agent_2,0.7,agent_1-requesthelp-agent_2-playwith-chess_3-me,0.5,agent_1-playwith-chess_3-agent_2
197,agent_2-requesthelp-agent_1-get-key_4,0.85,agent_2-inform-agent_1-need_key_4_for_books_3,0.75,agent_2-requesthelp-agent_1-find-books_3,0.65,agent_2-harm-agent_1-find-books_3
198,agent_2-harm-agent_1-find-books_3,0.85,agent_2-get-books_3,0.8,agent_2-inform-agent_1-thosebooksarenotforyou,0.6,agent_2-find-books_3
199,agent_2-help-agent_1-find-books_3,0.7,agent_2-respondto-agent_1,0.2,agent_2-find-books_3,0.1,agent_2-get-books_3-table_5
200,agent_2-give-books_3-agent_1,0.7,agent_2-help-agent_1-find-books_3,0.65,agent_2-get-books_3-table_5,0.3,agent_2-get-books_3-table_5
201,agent_2-give-key_3-agent_1,0.75,agent_2-get-key_3-key_3,0.6,agent_2-open-shelf_4,0.4,agent_2-give-timer_5-agent_1
202,agent_2-give-timer_5-agent_1,0.9,agent_2-get-timer_5-box_6,0.7,agent_2-open-box_6,0.5,agent_2-give-timer_5-agent_1
203,agent_2-give-timer_5-agent_1,0.9,agent_2-get-timer_5-box_6,0.75,agent_2-help-agent_1-get-timer_5-box_6,0.6,agent_2-give-timer_5-agent_1
204,agent_2-give-timer_5-agent_1,0.9,agent_2-inform-agent_1-timer_5_is_ready,0.07,agent_2-respondto-agent_1,0.03,agent_2-give-timer_5-agent_1
205,agent_2-give-timer_5-agent_1,0.95,agent_2-na,0.03,agent_2-inform-agent_1-timer_5,0.02,agent_2-give-timer_5-agent_1
206,agent_2-give-timer_5-agent_1,0.9,agent_2-inform-agent_1-timer_5,0.65,agent_2-observe-agent_1,0.35,agent_2-give-timer_5-agent_1
207,agent_1-greet-agent_2,0.8,agent_1-observe-agent_2,0.7,agent_1-find-table_7,0.6,agent_1-help-agent_2-na
208,agent_1-help-agent_2-find-na,0.8,agent_1-find-chess_4,0.6,agent_1-help-agent_2-find-chess_4,0.5,agent_1-get-cup_3-na
209,agent_1-find-cup_3,0.7,"agent_1-help-agent_2-['find', 'na']",0.6,agent_1-get-cup_3-na,0.4,agent_1-get-cup_3-na
210,find-agent_2,0.8,help-agent_2-find-na,0.7,find-cup_3,0.6,agent_1-get-cup_3-na
211,agent_1-help-agent_2-find-na,0.6,agent_1-na,0.3,agent_1-find-cup_3,0.1,agent_1-get-cup_3-na
212,agent_1-requesthelp-agent_2-get-cup_3-na,0.7,agent_1-find-cup_3,0.6,agent_1-get-cup_3-na,0.4,agent_1-find-cup_3
213,agent_1-find-cup_3,0.8,agent_1-requesthelp-agent_2-find-cup_3,0.6,agent_1-inform-agent_2-find-cup_3,0.3,agent_1-find-cup_3
214,agent_1-requesthelp-agent_2-find-cup_3,0.6,agent_1-observe-agent_2,0.3,agent_1-find-cup_3,0.1,agent_1-observe-agent_2
215,agent_1-greet-agent_2,0.7,agent_1-requesthelp-agent_2-open-box_4,0.2,agent_1-help-agent_2-open-box_4,0.1,agent_1-find-chess_3
216,agent_1-requesthelp-agent_2-find-chess_3,0.8,agent_1-get-key_5-somewhere,0.6,agent_1-find-box_4,0.5,agent_1-requesthelp-agent_2-get-key_5-agent_2
217,agent_1-respondto-agent_2,0.8,agent_1-requesthelp-agent_2-get-key_5-key_5,0.7,agent_1-get-key_5-key_5,0.6,agent_1-respondto-agent_2
218,agent_1-requesthelp-agent_2-get-key_5-agent_2,0.5,agent_1-get-key_5-key_5,0.3,agent_1-inform-agent_2-find-chess_3,0.2,agent_1-requesthelp-agent_2-open-box_4
219,agent_1-playwith-chess_3-agent_2,0.8,agent_1-get-chess_3-box_4,0.6,agent_1-inform-agent_2-playwith-chess_3-agent_2,0.4,agent_1-find-chess_3
220,agent_1-playwith-chess_3-agent_2,0.9,agent_1-get-chess_3-box_4,0.75,agent_1-inform-agent_2-chess_3,0.65,agent_1-find-chess_3
221,agent_1-playwith-chess_3-agent_2,0.75,agent_1-inform-agent_2-found-chess_3,0.55,agent_1-get-chess_3-box_4,0.45,agent_1-find-chess_3
222,agent_1-get-banana_6,0.8,agent_1-putonto-banana_6-table_7,0.7,agent_1-find-banana_6,0.6,agent_1-find-cup_3
223,agent_1-respondto-agent_2,0.8,agent_1-give-cup_3-agent_2,0.7,agent_1-observe-agent_2,0.6,agent_1-get-cup_3-agent_2
224,agent_1-help-agent_2-putonto-cup_3-na,0.85,agent_1-get-cup_3-agent_2,0.75,agent_1-putonto-cup_3-na,0.7,agent_1-get-cup_3-agent_2
225,agent_1-get-cup_3-agent_2,0.85,agent_1-help-agent_2-give_cup_3_agent_1,0.75,agent_1-requesthelp-agent_2-get_cup_3_agent_2,0.65,agent_1-find-cup_3
226,agent_2-help-agent_1-find-key_4,0.6,agent_2-find-key_4,0.3,agent_2-observe-world,0.1,agent_2-help-agent_1-find-key_4
227,agent_2-help-agent_1-open-box_3,0.9,agent_2-observe-agent_1,0.7,agent_2-help-agent_1-find-box_3,0.6,agent_2-help-agent_1-find-key_4
228,agent_2-help-agent_1-open-box_3,0.9,agent_2-help-agent_1-find-box_3,0.8,agent_2-observe-agent_1,0.6,agent_2-help-agent_1-find-key_4
229,agent_2-help-agent_1-find-key_4,0.8,agent_2-observe-agent_1,0.7,agent_2-help-agent_1-open-box_3,0.5,agent_2-help-agent_1-find-key_4
230,agent_2-help-agent_1-open-box_3,0.85,agent_2-observe-agent_1,0.7,agent_2-observe-box_3,0.55,agent_2-help-agent_1-open-box_3
231,agent_2-help-agent_1-open-box_3,0.9,agent_2-observe-agent_1,0.75,agent_2-help-agent_1-get-content_box_3-box_3,0.6,agent_2-help-agent_1-open-box_3
232,agent_2-help-agent_1-open-box_3,0.9,agent_2-observe-agent_1,0.75,agent_2-help-agent_1-get-something-box_3,0.6,agent_2-help-agent_1-open-box_3
233,agent_1-get-key_3-box_5,0.9,agent_1-open-box_5,0.8,agent_1-find-box_5,0.7,agent_1-open-shelf_4
234,agent_1-requesthelp-agent_2-get-key_3-box_4,0.7,agent_1-observe-agent_2,0.5,agent_1-get-key_3-box_4,0.4,agent_1-find-key_3
235,agent_1-requesthelp-agent_2-give-key_3-agent_1,0.9,agent_1-get-key_3-agent_2,0.8,agent_1-inform-agent_2-need_key_3,0.7,agent_1-get-key_3-agent_2
236,agent_1-get-key_3-agent_2,0.9,agent_1-inform-agent_2-ready_for_key,0.6,agent_1-requesthelp-agent_2-give-key_3-agent_1,0.4,agent_1-get-key_3-agent_2
237,agent_1-respondto-agent_2,0.85,agent_1-get-key_3-key_3,0.8,agent_1-inform-agent_2-i_will_take_key_3,0.6,agent_1-get-key_3-agent_2
238,agent_1-get-key_3-agent_2,0.85,agent_1-respondto-agent_2,0.7,agent_1-inform-agent_2-taking_key,0.55,agent_1-get-key_3-na
239,agent_2-greet-agent_1,0.8,agent_2-open-box_5,0.7,agent_2-inform-agent_1-box_5,0.6,agent_2-help-agent_1-get-books_3-shelf_4
240,agent_2-playwith-chess_6-agent_1,0.8,agent_2-inform-agent_1-chess_6,0.7,agent_2-respondto-agent_1,0.5,agent_2-greet-agent_1
241,agent_2-get-key_5-key_5,0.85,agent_2-open-box_6,0.7,agent_2-inform-agent_1-key_5,0.5,agent_2-find-key_5
242,agent_2-help-agent_1-find-cup_3,0.9,agent_2-give-cup_3-agent_1,0.8,agent_2-inform-agent_1-cup_3,0.7,agent_2-find-cup_3
243,agent_2-give-cup_3-agent_1,0.8,agent_2-get-cup_3-box_6,0.6,agent_2-putonto-key_5-box_6,0.4,agent_2-find-cup_3
244,agent_1-harm-agent_2-harm-me-find-cup_3,0.5,agent_1-na,0.3,agent_1-find-cup_3,0.2,agent_1-find-cup_3
245,agent_1-harm-agent_2-harm-agent_1,0.8,agent_1-observe-agent_2,0.6,agent_1-get-cup_3-cup_3,0.5,agent_1-observe-world
246,agent_1-harm-agent_2-agent_2-harm-me,0.8,agent_1-get-cup_3-me,0.6,agent_1-observe-agent_2,0.5,agent_1-find-cup_3
247,agent_1-harm-agent_2-na,0.7,agent_1-observe-agent_2,0.5,agent_1-putonto-cup_3-chess_4,0.4,agent_1-find-cup_3
248,agent_1-get-cup_3-agent_1,0.6,agent_1-observe-agent_2,0.25,agent_1-observe-cup_3,0.15,agent_1-find-cup_3
249,agent_1-inform-agent_2-box_5_is_locked,0.8,agent_1-observe-box_5,0.6,agent_1-na,0.3,agent_1-putonto-timer_3-table_4
250,agent_1-get-key_6-somewhere,0.9,agent_1-open-box_5,0.7,agent_1-find-timer_3,0.6,agent_1-putonto-timer_3-table_4
251,agent_1-find/open-box_5,0.8,agent_1-putinto-key_6-box_5,0.7,agent_1-get-key_6-key_6,0.6,agent_1-putonto-timer_3-table_4
252,agent_1-playwith-chess_7-agent_2,0.6,agent_1-help-agent_2-playwith-chess_7-agent_1,0.25,agent_1-putonto-timer_3-table_4,0.15,agent_1-putonto-timer_3-table_4
253,agent_1-help-agent_2-playwith-chess_7-me,0.75,agent_1-putonto-timer_3-table_4,0.6,agent_1-respondto-agent_2,0.5,agent_1-putonto-timer_3-table_4
254,agent_1-putonto-timer_3-table_4,0.75,agent_1-help-agent_2-playwith-chess_7,0.2,agent_1-get-timer_3-box_5,0.05,agent_1-putonto-timer_3-table_4
255,agent_1-putonto-timer_3-table_4,0.9,agent_1-get-timer_3-box_5,0.6,agent_1-find-table_4,0.3,agent_1-putonto-timer_3-table_4
256,agent_1-inform-agent_2-key_3_is_in_box_5,0.85,agent_1-help-agent_2-open-box_5,0.75,agent_1-requesthelp-agent_2-get-key_3-agent_2,0.7,agent_1-find-key_3
257,agent_1-get-key_3-agent_2,0.8,agent_1-requesthelp-agent_2-get-key_3-box_5,0.6,agent_1-na,0.3,agent_1-requesthelp-agent_2-get-key_3-box_4
258,agent_1-requesthelp-agent_2-give-key_3-agent_1,0.9,agent_1-respondto-agent_2,0.8,agent_1-get-key_3-agent_2,0.7,agent_1-requesthelp-agent_2-get-key_3-box_4
259,agent_1-find-key_3,0.7,agent_1-inform-agent_2-key_3,0.2,agent_1-na,0.1,agent_1-requesthelp-agent_2-open-box_4
260,agent_1-requesthelp-agent_2-open-box_5,0.7,agent_1-requesthelp-agent_2-open-box_4,0.2,agent_1-requesthelp-agent_2-give-key_3-agent_1,0.1,agent_1-requesthelp-agent_2-open-box_4
261,agent_1-requesthelp-agent_2-open-box_4,0.8,agent_1-observe-agent_2,0.6,agent_1-respondto-agent_2,0.5,agent_1-requesthelp-agent_2-open-box_4
262,agent_1-requesthelp-agent_2-get-key_3-box_4,0.8,agent_1-harm-agent_2-putinto-key_3-box_4,0.6,agent_1-requesthelp-agent_2-open-box_4,0.4,agent_1-open-box_4
263,agent_2-get-key_3-box_4,0.85,agent_2-open-box_4,0.75,agent_2-find-key_3,0.7,agent_2-na
264,agent_2-give-key_3-agent_1,0.75,agent_2-get-key_3-box_4,0.7,agent_2-inform-agent_1-key_3,0.5,agent_2-na
265,agent_2-get-key_3-agent_1,0.75,agent_2-find-key_3,0.5,agent_2-respondto-agent_1,0.35,agent_2-get-key_3-box_4
266,agent_2-respondto-agent_1,0.8,agent_2-help-agent_1-get-key_3-na,0.6,agent_2-observe-agent_1,0.5,agent_2-help-agent_1-get-key_3-na
267,agent_2-help-agent_1-get-key_3-na,0.9,agent_2-observe-agent_1,0.6,agent_2-respondto-agent_1,0.45,agent_2-help-agent_1-get-key_3-na
268,agent_1-putonto-cup_4-table_3,0.8,agent_1-observe-cup_4,0.15,agent_1-find-table_3,0.05,agent_1-putonto-cup_4-table_3
269,agent_1-putonto-cup_4-table_3,0.97,agent_1-observe-agent_2,0.02,agent_1-na,0.01,agent_1-putonto-cup_4-table_3
270,agent_1-putonto-cup_4-table_3,0.92,agent_1-observe-agent_2,0.05,agent_1-observe-table_3,0.02,agent_1-putonto-cup_4-table_3
271,agent_1-get-banana_6-banana_6,0.7,agent_1-get-chess_5-chess_5,0.6,agent_1-observe-agent_2,0.5,agent_1-putonto-cup_4-table_3
272,agent_1-putonto-cup_4-table_3,0.7,agent_1-give-cup_4-agent_2,0.2,agent_1-putinto-cup_4-box_7,0.1,agent_1-putonto-cup_4-table_3
273,agent_1-open-box_5,0.9,agent_1-find-key_4,0.8,agent_1-help-agent_2-putinto-cup_3-box_5,0.7,agent_1-open-box_5
274,agent_2-greet-agent_1,0.7,agent_2-find-agent_1,0.5,agent_2-na,0.1,agent_2-find-key_3
275,agent_2-respondto-agent_1,0.75,agent_2-find-key_3,0.7,agent_2-requesthelp-agent_1-find-key_3,0.6,agent_2-requesthelp-agent_1-get-key_3-na
276,agent_2-help-agent_1-open-box_6,0.85,agent_2-help-agent_1-playwith-chess_5-agent_2,0.75,agent_2-observe-box_6,0.6,agent_2-help-agent_1-get-key_3-na
277,agent_2-help-agent_1-get-key_3-box_4,0.9,agent_2-get-key_3-box_4,0.8,agent_2-give-key_3-agent_1,0.7,agent_2-help-agent_1-get-key_3-na
278,agent_2-playwith-chess_5-agent_1,0.7,agent_2-get-key_3-na,0.2,agent_2-help-agent_1-get-key_3-na,0.1,agent_2-give-key_3-agent_1
279,agent_2-playwith-chess_5-agent_1,0.85,agent_2-give-key_3-agent_1,0.8,agent_2-help-agent_1-playwith-chess_5-na,0.65,agent_2-give-key_3-agent_1
280,agent_2-help-agent_1-find-na,0.8,agent_2-playwith-chess_3-agent_1,0.75,agent_2-respondto-agent_1,0.7,agent_2-help-agent_1-find-na
281,agent_2-help-agent_1-playwith-chess_3-agent_2,0.9,agent_2-playwith-chess_3-agent_1,0.8,agent_2-respondto-agent_1,0.6,agent_2-playwith-chess_3-agent_1
282,agent_2-help-agent_1-get-chess_4-box_6,0.9,agent_2-get-chess_4-box_6,0.85,agent_2-open-box_6,0.75,agent_2-putinto-chess_4-box_5
283,agent_2-help-agent_1-na,0.85,agent_2-respondto-agent_1,0.65,"agent_2-requesthelp-agent_1-[inform, agent_2, agent_1s_goal]",0.5,agent_2-putinto-chess_4-box_5
284,agent_2-respondto-agent_1,0.5,agent_2-open-box_5,0.35,agent_2-putinto-chess_4-box_5,0.15,agent_2-putinto-chess_4-box_5
285,agent_2-respondto-agent_1,0.9,agent_2-help-agent_1-playwith-chess_3-agent_2,0.7,agent_2-putinto-chess_4-box_5,0.4,agent_2-putinto-chess_4-box_5
286,agent_2-help-agent_1-na,0.85,agent_2-playwith-chess_3-agent_1,0.75,agent_2-inform-agent_1,0.65,agent_2-putinto-chess_4-box_5
287,agent_2-requesthelp-agent_1-putinto-chess_4-box_5,0.9,agent_2-playwith-chess_3-agent_1,0.8,agent_2-find-chess_4,0.65,agent_2-putinto-chess_4-box_5
288,agent_1-get-cup_3-agent_1,0.7,agent_1-observe-cup_3,0.2,agent_1-putonto-cup_3-table_7,0.1,agent_1-get-cup_3-na
289,agent_1-get-cup_3-na,0.85,agent_1-observe-cup_3,0.4,agent_1-na,0.25,agent_1-get-cup_3-na
290,agent_1-respondto-agent_2,0.85,agent_1-inform-agent_2-agent_1_identity,0.45,agent_1-na,0.15,agent_1-find-chess_3
291,agent_1-playwith-chess_3-agent_2,0.6,agent_1-inform-agent_2-chess_3,0.3,agent_1-respondto-agent_2,0.1,agent_1-find-na
292,agent_1-respondto-agent_2,0.75,agent_1-inform-agent_2-chess_3,0.7,agent_1-playwith-chess_3-agent_2,0.65,agent_1-na
293,agent_1-playwith-chess_3-agent_2,0.9,agent_1-requesthelp-agent_2-playwith-chess_3-agent_1,0.75,agent_1-inform-agent_2-i want to play chess_3,0.6,agent_1-find-na
294,agent_1-playwith-chess_4-agent_2,0.85,agent_1-respondto-agent_2,0.6,agent_1-inform-agent_2-chess_4,0.5,agent_1-find-na
295,agent_1-playwith-chess_4-agent_2,0.8,agent_1-get-chess_4-box_6,0.7,agent_1-greet-agent_2,0.5,agent_1-find-na
296,agent_1-playwith-chess_4-agent_2,0.8,agent_1-requesthelp-agent_2-playwith_chess_4_agent_1,0.7,agent_1-inform-agent_2-desiretoplaychess4,0.6,agent_1-find-chess_4
297,agent_2-inform-agent_1-nearbyobjects,0.7,agent_2-observe-agent_1,0.5,agent_2-playwith-chess_4-agent_1,0.4,agent_2-observe-world
298,agent_2-respondto-agent_1,0.85,agent_2-observe-agent_1,0.65,agent_2-find-banana_6,0.5,agent_2-observe-agent_1
299,agent_2-help-agent_1-get-cup_3-agent_2,0.9,agent_2-get-cup_3-cup_3,0.8,agent_2-inform-agent_1-cannot_get_cup_3,0.5,agent_2-help-agent_1-get-cup_3-me
300,agent_2-help-agent_1-[agent_1-get-cup_3-agent_2],0.9,agent_2-get-cup_3-cup_3,0.75,agent_2-give-cup_3-agent_1,0.6,agent_2-help-agent_1-get-cup_3-me
301,agent_2-observe-agent_1,0.9,agent_2-respondto-agent_1,0.8,agent_2-na,0.65,agent_2-help-agent_1-get-cup_3-me
302,agent_2-na,0.8,agent_2-observe-agent_1,0.7,agent_2-help-agent_1-get-cup_3-me,0.4,agent_2-help-agent_1-get-cup_3-me
303,agent_2-give-cup_3-agent_1,0.9,agent_2-help-agent_1-get-cup_3-me,0.7,agent_2-observe-agent_1,0.4,agent_2-help-agent_1-get-cup_3-me
304,agent_1-help-agent_2-playwith-chess_3-agent_1,0.85,agent_1-playwith-chess_3-agent_2,0.75,agent_1-inform-agent_2-playwith-chess_3-agent_1,0.65,agent_1-playwith-chess_3-agent_2
305,agent_1-inform-agent_2-playwith-chess_3-agent_2,0.8,agent_1-playwith-chess_3-agent_2,0.75,agent_1-help-agent_2-playwith-chess_3-agent_1,0.7,agent_1-observe-agent_2
306,agent_1-playwith-chess_3-agent_2,0.7,agent_1-inform-agent_2-chess_3,0.6,agent_1-requesthelp-agent_2-playwith-chess_3-agent_2,0.5,agent_1-inform-agent_2-chess_3
307,agent_1-help-agent_2-find_chess_3,0.85,agent_1-inform-agent_2-chess_3,0.75,agent_1-playwith-chess_3-agent_2,0.5,agent_1-help-agent_2-find-chess_3
308,agent_1-requesthelp-agent_2-find-chess_3,0.8,agent_1-find-chess_3,0.7,agent_1-observe-agent_2,0.5,agent_1-playwith-chess_3-agent_2
309,agent_1-help-agent_2-get-chess_3-agent_1,0.7,agent_1-playwith-chess_3-agent_2,0.6,agent_1-give-chess_3-agent_2,0.45,agent_1-give-chess_3-agent_2
310,agent_1-observe-agent_2,0.7,agent_1-respondto-agent_2,0.5,agent_1-na,0.4,agent_1-playwith-chess_3-agent_2
311,agent_2-na,0.7,agent_2-observe-agent_1,0.2,agent_2-find-na,0.1,agent_2-na
312,agent_2-respondto-agent_1,0.7,agent_2-observe-agent_1,0.5,agent_2-greet-agent_1,0.4,agent_2-observe-world
313,agent_2-respondto-agent_1,0.8,agent_2-inform-agent_1-cup_4,0.7,agent_2-observe-agent_1,0.6,agent_2-na
314,agent_2-observe-agent_1,0.75,agent_2-greet-agent_1,0.6,agent_2-get-cup_4-agent_1,0.45,agent_2-na
315,agent_2-greet-agent_1,0.6,agent_2-observe-agent_1,0.3,agent_2-observe-world,0.1,agent_2-na
316,agent_1-playwith-chess_3-agent_2,0.9,agent_1-greet-agent_2,0.7,agent_1-requesthelp-agent_2-playwith-chess_3-agent_2,0.65,agent_1-playwith-chess_3-agent_2
317,agent_1-requesthelp-agent_2-playwith-chess_3-agent_2,0.9,agent_1-inform-agent_2-playwith-chess_3-agent_2,0.8,agent_1-playwith-chess_3-agent_2,0.7,agent_1-playwith-chess_3-agent_2
318,agent_1-inform-agent_2-playwith-chess_3-agent_2,0.85,agent_1-playwith-chess_3-agent_2,0.75,agent_1-requesthelp-agent_2-playwith-chess_3-agent_2,0.7,agent_1-playwith-chess_3-agent_2
319,agent_1-playwith-chess_3-agent_2,0.9,agent_1-inform-agent_2-playwith-chess_3-agent_2,0.7,agent_1-observe-agent_2,0.6,agent_1-playwith-chess_3-agent_2
320,agent_1-playwith-chess_3-agent_2,0.85,agent_1-get-chess_3-chess_3,0.75,agent_1-inform-agent_2-playwith-chess_3-agent_2,0.6,agent_1-playwith-chess_3-agent_2
321,agent_1-na,0.5,agent_1-requesthelp-agent_2-[playwith-chess_3-agent_2],0.3,agent_1-greet-agent_2,0.2,agent_1-playwith-chess_3-agent_2
322,agent_1-na,0.6,agent_1-find-chess_3,0.3,agent_1-playwith-chess_3-agent_2,0.1,agent_1-playwith-chess_3-agent_2
323,agent_1-na,0.7,agent_1-find-chess_3,0.2,agent_1-observe-agent_2,0.1,agent_1-playwith-chess_3-agent_2
324,agent_1-na,0.7,agent_1-observe-chess_3,0.2,agent_1-playwith-chess_3-agent_2,0.05,agent_1-playwith-chess_3-agent_2
325,agent_1-na,0.7,agent_1-observe-chess_3,0.2,agent_1-playwith-chess_3-agent_2,0.1,agent_1-playwith-chess_3-agent_2
326,agent_1-na,0.65,agent_1-playwith-chess_3-agent_2,0.25,agent_1-observe-chess_3,0.1,agent_1-playwith-chess_3-agent_2
327,agent_1-find-box_3,0.7,agent_1-open-box_3,0.2,agent_1-na,0.1,agent_1-open-box_3
328,agent_1-find-key_box_3,0.7,agent_1-requesthelp-agent_2-open-box_3,0.2,agent_1-observe-box_3,0.1,agent_1-open-box_3
329,agent_1-open-box_3,0.8,agent_1-find-key,0.7,agent_1-requesthelp-agent_2-open-box_3,0.4,agent_1-open-box_3
330,agent_1-get-key_4-somewhere,0.9,agent_1-open-box_3,0.8,agent_1-requesthelp-agent_2-open-box_3,0.15,agent_1-open-box_3
331,agent_1-get-key_4-agent_2,0.9,agent_1-requesthelp-agent_2-open-box_3,0.75,agent_1-inform-agent_2-need_key_4,0.6,agent_1-open-box_3
332,agent_1-get-key_4-agent_2,0.85,agent_1-harm-agent_2-open-box_3,0.75,agent_1-open-box_3,0.6,agent_1-open-box_3
333,agent_1-get-key_4-agent_2,0.85,agent_1-open-box_3,0.75,agent_1-respondto-agent_2,0.6,agent_1-open-box_3
334,agent_1-get-chess_6-box_7,0.8,agent_1-find-key_for_box_7,0.7,agent_1-observe-box_7,0.6,agent_1-open-box_7
335,agent_1-find-box_4,0.7,agent_1-find-box_7,0.5,agent_1-find-something,0.4,agent_1-observe-world
336,agent_1-playwith-chess_6-agent_2,0.85,agent_1-get-chess_6-box_7,0.75,agent_1-inform-agent_2-chess_6,0.65,agent_1-find-agent_2
337,agent_1-playwith-chess_6-agent_2,0.7,agent_1-get-chess_6-itscurrentlocation,0.5,agent_1-find-agent_2,0.4,agent_1-find-agent_2
338,playwith-chess_6-agent_2,0.9,get-chess_6-world,0.7,greet-agent_2,0.5,agent_1-playwith-chess_6-agent_2
339,agent_1-playwith-chess_6-agent_2,0.9,agent_1-inform-agent_2-playwith-chess_6-agent_2,0.75,agent_1-give-chess_6-agent_2,0.7,agent_1-playwith-chess_6-agent_2
340,agent_1-open-box_4,0.7,agent_1-putinto-chess_6-box_4,0.6,agent_1-get-key_8-key_8_location,0.4,agent_1-playwith-chess_6-agent_2
341,agent_1-playwith-chess_6-agent_2,0.9,agent_1-give-chess_6-agent_2,0.7,agent_1-inform-agent_2-i_want_to_play_chess_with_you,0.6,agent_1-playwith-chess_6-agent_2
