tested_ids,most_possible_action,most_possible_action_cf,second_possible_action,second_possible_action_cf,third_possible_action,third_possible_action_cf,ground_truth_action
725,agent_1-actionputinto-cup_3-box_4,0.95,agent_1-actiongrab-cup_3,0.03,agent_1-actionclose-box_4,0.02,agent_1-actionputinto-cup_3
726,agent_1-actiongrab-chess_5,0.7,agent_1-actionmoveto-agent_2,0.2,agent_1-actionwait,0.1,agent_1-actionopen-box_6
727,agent_1-actionmoveto-box_6,0.6,agent_1-actiongrab-chess_5,0.3,agent_1-actionspeak-hello,0.1,"agent_1-actionrotateto-[630.0, -434.0]"
728,agent_1-actionrotateto-box_6,0.7,agent_1-actionmoveto-box_6,0.2,agent_1-actiongrab-chess_5,0.1,agent_1-actionwait
729,agent_1-actiongrab-key_3,0.7,agent_1-actionmoveto-agent_2,0.2,agent_1-actionspeak,0.1,"agent_1-actionrotateto-[-672.0, 280.0]"
730,agent_1-actionrotateto-agent_2,0.6,agent_1-actionspeak-hello,0.3,agent_1-actionwavehand-agent_2,0.1,agent_1-actionspeak-hello!
731,agent_1-actionputinto-key_3-box_6,0.7,agent_1-actiongrab-key_3,0.2,agent_1-actionmoveto-key_3,0.1,agent_1-actionmoveto-key_3
732,agent_1-actionputinto-key_3-box_6,0.7,agent_1-actiongrab-key_3,0.2,agent_1-actionspeak-hello,0.1,agent_1-actiongrab-key_3
733,agent_1-actiongrab-key_3,0.7,agent_1-actionmoveto-key_3,0.2,agent_1-actionputinto-key_3-box_6,0.1,agent_1-actiongrab-key_3
734,agent_1-actiongrab-key_3,0.7,agent_1-actionputinto-key_3-box_6,0.2,agent_1-actionmoveto-key_3,0.1,agent_1-actionmoveto-box_6
735,actionopen-shelf_4,0.6,actionwait,0.3,actionmoveto-shelf_4,0.1,agent_1-actionpointto-shelf_4
736,agent_1-actionmoveto-shelf_4,0.5,agent_1-actiongrab-shelf_4,0.3,agent_1-actionwait,0.2,agent_1-actionrotateto-shelf_4
737,agent_2-actionwait,0.6,agent_2-actionspeak-hello,0.3,agent_2-actionmoveto-banana_5,0.1,agent_2-actionmoveto-banana_5
738,agent_2-actiongrab-banana_5,0.7,agent_2-actiongiveto-banana_5-agent_1,0.2,agent_2-actionmoveto-agent_1,0.1,agent_2-actionopen-box_6
739,agent_2-actioneat-banana_5,0.7,agent_2-actiongrab-banana_5,0.2,agent_2-actionclose-box_6,0.1,agent_2-actionperform-eat
740,agent_2-actionshakehead-agent_1,0.6,agent_2-actionclose-box_6,0.3,agent_2-actiongrab-box_6,0.1,agent_2-actionpointto-agent_1
741,agent_2-actionspeak-hello,0.5,agent_2-actionwait,0.3,agent_2-actionmoveto-box_6,0.2,agent_2-actionpointto-banana_5
742,agent_2-actionwait,0.6,agent_2-actionspeak-thank_you,0.3,agent_2-actionpointto-banana_5,0.1,"agent_2-actionmoveto-[-462.0, -518.0]"
743,agent_2-actionshakehead-agent_1,0.5,agent_2-actionspeak-thank you,0.3,"agent_2-actionmoveto-[-413,227]",0.2,"agent_2-actionrotateto-[-223.99999999999994, 70.0]"
744,agent_2-actionopen-shelf_4,0.7,agent_2-actionfollowpointing-agent_1,0.2,agent_2-actionwait,0.1,agent_2-actionmoveto-shelf_4
745,agent_2-actionmoveto-box_5,0.7,agent_2-actionpointto-box_5,0.2,agent_2-actionwait,0.1,agent_2-actionopen-shelf_4
746,agent_1-actionmoveto-books_6,0.6,agent_1-actionrotateto-agent_2,0.3,agent_1-actionwait,0.1,agent_1-actionmovetoattention-agent_2
747,agent_1-actionfollowpointing-agent_2,0.6,agent_1-actionmoveto-chess_3,0.3,agent_1-actionnodhead-agent_2,0.1,agent_1-actionfollowpointing-agent_2
748,agent_1-actionplay-chess_3,0.95,agent_1-actionspeak-thank,0.03,agent_1-actionwait,0.02,agent_1-actionmoveto-chess_3
749,agent_1-actionplay-chess_3,0.7,agent_1-actionwait,0.2,agent_1-actionspeak-hello,0.1,agent_1-actionplay-chess_3
750,agent_2-actionmoveto-shelf_4,0.8,agent_2-actionrotateto-shelf_4,0.6,agent_2-actionwait,0.1,"agent_2-actionrotateto-[-406.0, 252.0]"
751,agent_2-actionmoveto-banana_3,0.6,agent_2-actionopen-shelf_4,0.3,agent_2-actiongrab-banana_3,0.1,"agent_2-actionmoveto-[588.0, 98.0]"
752,agent_2-actionmoveto-shelf_4,0.5,agent_2-actionmoveto-banana_3,0.3,agent_2-actionspeak-hello,0.2,"agent_2-actionrotateto-[-504.0, -504.0]"
753,agent_2-actionspeak-hello,0.7,"agent_2-actionmoveto-[388, -548]",0.2,agent_2-actionwavehand-agent_1,0.1,agent_2-actionspeak-hello!
754,agent_2-actiongrab-banana_3,0.8,agent_2-actionspeak-thank,0.15,agent_2-actionwait,0.05,agent_2-actionmovetoattention-agent_1
755,agent_2-actiongrab-banana_3,0.7,agent_2-actiongiveto-banana_3-agent_1,0.2,agent_2-actionspeak-thank,0.1,agent_2-actionwait
756,agent_2-actiongrab-banana_3,0.9,agent_2-actionputinto-banana_3-shelf_5,0.8,agent_2-actionfollowpointing-agent_1,0.1,agent_2-actionmoveto-banana_3
757,agent_2-actionputinto-banana_3-shelf_5,0.8,agent_2-actiongrab-banana_3,0.15,agent_2-actionwait,0.05,agent_2-actiongrab-banana_3
758,agent_2-actionputinto-banana_3-shelf_5,0.85,agent_2-actionwait,0.1,agent_2-actionspeak-thank_you,0.05,agent_2-actionmoveto-shelf_5
759,agent_2-actionspeak-hello,0.7,agent_2-actionwavehand-agent_1,0.2,agent_2-actionnodhead-agent_1,0.1,agent_2-actionspeak-hello!
760,agent_2-actionwavehand-agent_1,0.5,agent_2-actionspeak-thank_you,0.3,agent_2-actionwait,0.2,agent_2-actionspeak-hello!
761,agent_2-actionnodhead-agent_1,0.5,agent_2-actionspeak-thank,0.3,agent_2-actionwait,0.2,agent_2-actionspeak-hello!
762,agent_2-actionwait,0.6,agent_2-actionspeak-hello,0.3,agent_2-actionnodhead-agent_1,0.1,agent_2-actionspeak-hello!
763,agent_2-actionmoveto-box_6,0.6,agent_2-actionmoveto-shelf_5,0.3,agent_2-actionwait,0.1,agent_2-actionwait
764,agent_2-actionwait,0.6,agent_2-actionmoveto-key_7,0.3,agent_2-actionmoveto-box_6,0.1,agent_2-actionwait
765,agent_2-actionwait,0.6,agent_2-actionmoveto-box_6,0.3,agent_2-actionpointto-box_6,0.1,agent_2-actionwait
766,agent_2-actionwait,0.6,agent_2-actionmoveto-shelf_5,0.3,agent_2-actionspeak-hello,0.1,agent_2-actionwait
767,agent_2-actionwait,0.7,agent_2-actionmoveto-shelf_5,0.2,agent_2-actionspeak-hello,0.1,agent_2-actionwait
768,agent_2-actionwait,0.7,agent_2-actionspeak-hello,0.2,agent_2-actionmovetoattention-agent_1,0.1,agent_2-actionwait
769,agent_2-actionwait,0.7,agent_2-actionspeak-hello,0.2,agent_2-actionpointto-shelf_5,0.1,agent_2-actionwait
770,agent_2-actionwait,0.95,agent_2-actionspeak-hello,0.03,agent_2-actionmoveto-shelf_5,0.02,agent_2-actionwait
771,agent_2-actionwait,0.8,agent_2-actionmoveto-shelf_5,0.15,agent_2-actionspeak-hello,0.05,agent_2-actionwait
772,agent_2-actionwait,0.5,agent_2-actionpointto-dumbbell_3,0.3,agent_2-actionmoveto-shelf_5,0.2,agent_2-actionwait
773,agent_1-actionmoveto-box_4,0.6,agent_1-actionspeak-hello,0.3,agent_1-actionwait,0.1,agent_1-actionwait
774,agent_1-actionspeak-hello,0.6,agent_1-actionwavehand-agent_2,0.3,agent_1-actionnodhead-agent_2,0.1,agent_1-actionnodhead
775,agent_1-actionpointto-chess_3,0.5,agent_1-actionmoveto-box_4,0.3,agent_1-actionspeak-thank_you,0.2,agent_1-actionpointto-box_4
776,agent_1-actionpointto-chess_3,0.7,agent_1-actionspeak-thank,0.2,agent_1-actionwait,0.1,agent_1-actionwait
777,agent_2-actionmoveto-box_5,0.8,agent_2-actionrotateto-box_5,0.15,agent_2-actionwait,0.05,agent_2-actionmoveto-box_5
778,agent_2-actiongrab-dumbbell_3,0.8,agent_2-actionwait,0.15,agent_2-actionmoveto-dumbbell_3,0.05,agent_2-actionopen-box_5
779,agent_2-actionopen-box_4,0.7,agent_2-actionspeak-hello,0.2,agent_2-actionwait,0.1,agent_2-actionspeak-hello!
780,agent_2-actiongrab-box_4,0.5,agent_2-actionclose-box_4,0.3,agent_2-actionwait,0.2,agent_2-actionmoveto-box_4
781,agent_2-actiongrab-box_5,0.6,agent_2-actionwait,0.3,agent_2-actionspeak-thank_you,0.1,agent_2-actionopen-box_4
782,agent_2-actionspeak-hello,0.8,agent_2-actionwavehand-agent_1,0.15,agent_2-actionnodhead-agent_1,0.05,agent_2-actionmovetoattention-agent_1
783,agent_2-actiongrab-dumbbell_3,0.5,agent_2-actionnodhead-agent_1,0.3,agent_2-actionwait,0.2,agent_2-actionwait
784,agent_2-actiongrab-dumbbell_3,0.5,agent_2-actionspeak-thank_you,0.3,agent_2-actionwait,0.2,agent_2-actionmoveto-box_4
785,agent_1-actionpointto-box_4,0.5,agent_1-actionmoveto-box_4,0.3,agent_1-actionwait,0.2,agent_1-actionwait
786,agent_1-actionwait,0.65,agent_1-actionpointto-box_4,0.25,agent_1-actionspeak-hello,0.1,agent_1-actionwait
787,agent_1-actionspeak-hello,0.5,agent_1-actionmoveto-box_4,0.3,agent_1-actionwait,0.2,agent_1-actionspeak-hello!
788,agent_1-actionwavehand-agent_2,0.6,agent_1-actionspeak-hello,0.3,agent_1-actionmoveto-box_4,0.1,agent_1-actionmoveto-box_4
791,agent_1-actionpointto-box_4,0.6,agent_1-actionspeak-hello,0.3,agent_1-actionwavehand-agent_2,0.1,agent_1-actionspeak-hello!
792,Agent_1-ActionOpen-Box_4,0.7,Agent_1-ActionPointTo-Box_4,0.2,Agent_1-ActionWaveHand-Agent_2,0.1,agent_1-actionpointto-box_4
793,Agent_1-ActionPointTo-Box_4,0.65,Agent_1-ActionSpeak-thank you,0.25,Agent_1-ActionWait,0.1,agent_1-actionwait
794,agent_1-actionmoveto-box_6,0.9,agent_1-actionopen-box_6,0.6,agent_1-actionwait,0.2,agent_1-actionmoveto-box_4
795,agent_1-actionopen-box_4,0.95,agent_1-actiongrab-books_3,0.03,agent_1-actionpointto-box_4,0.02,agent_1-actionmoveto-agent_2
796,agent_1-actionopen-box_4,0.9,agent_1-actiongrab-books_3,0.6,agent_1-actionwait,0.3,agent_1-actionmoveto-agent_2
797,agent_1-actiongrab-books_3,0.6,agent_1-actioninform-agent_2-books_3,0.3,agent_1-actionwait,0.1,agent_1-actionmoveto-agent_2
798,agent_1-actionmoveto-box_6,0.7,agent_1-actionmoveto-agent_2,0.2,agent_1-actionwait,0.1,agent_1-actionmoveto-agent_2
799,agent_1-actiongrab-timer_5,0.6,agent_1-actionmoveto-agent_2,0.3,agent_1-actionwait,0.1,agent_1-actionmoveto-banana_7
800,agent_1-actiongrab-timer_5,0.6,agent_1-actionmoveto-agent_2,0.3,agent_1-actionspeak-hello,0.1,agent_1-actionmoveto-agent_2
801,agent_1-actionmoveto-box_4,0.6,agent_1-actiongrab-timer_5,0.3,agent_1-actionwait,0.1,agent_1-actionmoveto-agent_2
802,agent_1-actionmoveto-box_4,0.5,agent_1-actionopen-box_6,0.3,agent_1-actionwait,0.2,agent_1-actionmoveto-agent_2
803,agent_1-actiongrab-timer_5,0.65,agent_1-actionmoveto-box_4,0.25,agent_1-actionwait,0.1,agent_1-actionpointto-box_4
804,agent_1-actionmoveto-dumbbell_3,0.8,agent_1-actionwait,0.15,agent_1-actionrotateto-dumbbell_3,0.05,agent_1-actionmoveto-dumbbell_3
805,agent_1-actiongrab-dumbbell_3,0.7,agent_1-actionmoveto-table_4,0.2,agent_1-actionwait,0.1,agent_1-actiongrab-dumbbell_3
806,agent_1-actionputonto-dumbbell_3-table_4,0.95,agent_1-actionmoveto-table_4,0.03,agent_1-actionwait,0.02,agent_1-actionmoveto-table_4
807,agent_1-actionputonto-dumbbell_3-table_4,0.7,agent_1-actionmoveto-dumbbell_3,0.2,agent_1-actiongrab-dumbbell_3,0.1,agent_1-actionputonto-dumbbell_3
808,agent_2-actionmoveto-cup_4,0.5,agent_2-actionspeak-hello,0.3,agent_2-actionpointto-cup_4,0.2,"agent_2-actionrotateto-[-196.0, -294.0]"
809,"agent_2-actionrotateto-[600, -200]",0.5,agent_2-actionspeak-hello,0.3,agent_2-actionwait,0.2,"agent_2-actionmoveto-[126.0, -434.0]"
810,"agent_2-actionmoveto-[500, 150]",0.6,"agent_2-actionmoveto-[600, -200]",0.3,agent_2-actionwait,0.1,"agent_2-actionmoveto-[672.0, -532.0]"
811,agent_2-actionspeak-hello,0.7,agent_2-actionnodhead-agent_1,0.6,"agent_2-actionmoveto-[298, -31]",0.4,agent_2-actionwait
812,agent_2-actionspeak-hello,0.8,agent_2-actionnodhead-agent_1,0.6,agent_2-actionwait,0.4,agent_2-actionwait
813,agent_1-actionmoveto-key_7,0.65,agent_1-actionwait,0.25,agent_1-actionspeak-hello,0.1,"agent_1-actionrotateto-[602.0, -336.0]"
814,agent_1-actiongrab-key_7,0.7,agent_1-actionmoveto-box_6,0.2,agent_1-actionrotateto-box_6,0.1,agent_1-actionmoveto-key_7
815,agent_1-actiongrab-key_7,0.9,agent_1-actionunlock-box_6,0.7,agent_1-actionmovetoattention-agent_2,0.3,agent_1-actiongrab-key_7
816,agent_1-actionopen-box_6,0.95,agent_1-actionmoveto-box_6,0.03,agent_1-actionwait,0.02,agent_1-actionmoveto-box_6
817,agent_1-actiongrab-chess_5,0.8,agent_1-actionplay-chess_5,0.6,agent_1-actionspeak-hello,0.3,agent_1-actionunlock-box_6
818,agent_1-actiongrab-chess_5,0.7,agent_1-actionplay-chess_5,0.2,agent_1-actionspeak-hello,0.1,agent_1-actionopen-box_6
819,agent_2-actionwavehand-agent_1,0.5,agent_2-actionspeak-hello,0.3,agent_2-actionwait,0.2,agent_2-actionspeak-hello!
820,agent_2-actiongrab-chess_6,0.6,agent_2-actionplay-chess_6,0.3,agent_2-actionpointto-chess_6,0.1,agent_2-actionmoveto-chess_6
821,agent_2-actiongrab-chess_6,0.5,agent_2-actionpointto-box_4,0.3,agent_2-actionwavehand-agent_1,0.2,agent_2-actiongrab-chess_6
822,agent_2-actionplay-chess_6,0.5,agent_2-actionwavehand-agent_1,0.3,agent_2-actionpointto-chess_6,0.2,agent_2-actionrotateto-box_4
823,agent_2-actionplay-chess_6,0.7,agent_2-actionmoveto-agent_1,0.2,agent_2-actiongrab-chess_6,0.1,agent_2-actionmovetoattention-agent_1
824,agent_2-actiongrab-chess_6,0.5,agent_2-actionplay-chess_6,0.3,agent_2-actionwavehand-agent_1,0.2,agent_2-actionmoveto-agent_1
825,agent_2-actionplay-chess_6,0.7,agent_2-actionpointto-chess_6,0.2,agent_2-actionmoveto-agent_1,0.1,agent_2-actionrotateto-box_4
826,agent_2-actiongrab-books_3,0.8,agent_2-actionmovetoattention-agent_1,0.6,agent_2-actionrotateto-box_4,0.4,agent_2-actiongrab-books_3
827,agent_2-actionplay-chess_6,0.5,agent_2-actionpointto-chess_6,0.3,agent_2-actionmoveto-agent_1,0.2,"agent_2-actionrotateto-[-364.0, 84.0]"
828,agent_2-actionplay-chess_6,0.5,agent_2-actiongiveto-books_3-agent_1,0.3,agent_2-actionmoveto-agent_1,0.2,agent_2-actionspeak-hello!
829,agent_2-actionmovetoattention-agent_1,0.6,agent_2-actionnodhead-agent_1,0.3,agent_2-actionwait,0.1,agent_2-actionmovetoattention-agent_1
830,agent_2-actionpointto-table_4,0.7,agent_2-actionmoveto-table_4,0.2,agent_2-actionwait,0.1,agent_2-actionmoveto-table_4
831,agent_2-actionwait,0.7,agent_2-actionpointto-table_4,0.2,agent_2-actionmoveto-table_4,0.1,agent_2-actionwait
832,agent_2-actionmoveto-box_4,0.5,agent_2-actionwait,0.3,agent_2-actionrotateto-box_4,0.2,agent_2-actionrotateto-agent_1
833,agent_2-actionmoveto-box_4,0.6,agent_2-actionwait,0.3,agent_2-actionrotateto-agent_1,0.1,agent_2-actionrotateto-box_4
834,agent_2-actiongrab-key_3,0.5,agent_2-actionfollowpointing-agent_1,0.3,agent_2-actionmoveto-box_4,0.2,agent_2-actionmoveto-box_5
835,agent_2-actiongrab-key_3,0.7,agent_2-actionfollowpointing-agent_1,0.2,agent_2-actionspeak-thank_you,0.1,agent_2-actionfollowpointing-agent_1
836,agent_2-actionclose-box_4,0.5,agent_2-actionmoveto-agent_1,0.3,agent_2-actionwait,0.2,agent_2-actionwait
837,agent_2-actionpointto-box_4,0.7,agent_2-actionmoveto-box_4,0.2,agent_2-actionwait,0.1,agent_2-actionmoveto-box_4
838,agent_2-actionpointto-box_4,0.6,agent_2-actionwait,0.3,agent_2-actionnodhead-agent_1,0.1,agent_2-actionopen-box_4
839,agent_1-actionmoveto-box_8,0.6,agent_1-actionmoveto-table_6,0.3,agent_1-actionwait,0.1,agent_1-actionmoveto-shelf_4
840,agent_1-actiongrab-banana_3,0.95,agent_1-actionmoveto-banana_3,0.03,agent_1-actionwait,0.02,agent_1-actionopen-shelf_4
841,agent_1-actiongrab-banana_3,0.95,agent_1-actionwait,0.03,agent_1-actionmoveto-banana_3,0.02,agent_1-actiongrab-banana_3
842,agent_2-actionmoveto-chess_9,0.6,agent_2-actionwait,0.3,agent_2-actionpointto-chess_9,0.1,"agent_2-actionmoveto-[-98.0, -70.00000000000011]"
843,agent_2-actionopen-box_8,0.6,agent_2-actiongrab-box_8,0.3,agent_2-actionwait,0.1,"agent_2-actionmoveto-[-336.0, -70.00000000000011]"
844,agent_2-actionspeak-hello,0.7,agent_2-actionwavehand-agent_1,0.2,agent_2-actionwait,0.1,agent_2-actionspeak-hello!
845,agent_2-actionwavehand-agent_1,0.5,agent_2-actionnodhead-agent_1,0.3,agent_2-actionwait,0.2,agent_2-actionspeak-hello!
846,agent_2-actionplay-chess_3,0.6,agent_2-actionpointto-chess_3,0.3,agent_2-actionwait,0.1,agent_2-actionwait
847,agent_2-actionplay-chess_3,0.5,agent_2-actionwait,0.3,agent_2-actionspeak-hello,0.2,agent_2-actionwavehand
848,agent_2-actionplay-chess_3,0.65,agent_2-actionspeak-thank_you,0.25,agent_2-actionnodhead-agent_1,0.1,agent_2-actionwait
849,agent_2-actionplay-chess_3,0.7,agent_2-actiongrab-chess_3,0.2,agent_2-actionnodhead-agent_1,0.1,agent_2-actiongrab-chess_3
850,agent_2-actionplay-chess_3,0.7,agent_2-actionnodhead-agent_1,0.2,agent_2-actionwait,0.1,agent_2-actionspeak-thank you!
851,agent_2-actionplay-chess_3,0.7,agent_2-actionspeak-hello,0.2,agent_2-actionnodhead-agent_1,0.1,agent_2-actionwait
852,agent_2-actionplay-chess_3,0.6,agent_2-actionnodhead-agent_1,0.3,agent_2-actionwait,0.1,agent_2-actionwait
853,agent_2-actionplay-chess_3,0.7,agent_2-actionspeak-hello,0.2,agent_2-actionwait,0.1,agent_2-actionwait
854,"agent_1-actionmoveto-[-393, -142]",0.6,"agent_1-actionmoveto-[100, -200]",0.3,agent_1-actionspeak-hello,0.1,"agent_1-actionmoveto-[-392.0, 210.00000000000006]"
855,"agent_1-actionmoveto-[229, 242]",0.5,"agent_1-actionmoveto-[229, 346]",0.3,"agent_1-actionmoveto-[0, 0]",0.2,"agent_1-actionrotateto-[-28.0, 336.0]"
856,"agent_1-actionmoveto-[455, 100]",0.7,"agent_1-actionrotateto-[0.0, 0.0]",0.2,agent_1-actionwait,0.1,"agent_1-actionmoveto-[-476.0, -462.0]"
857,Agent_1-ActionMoveTo-Table_4,0.5,"Agent_1-ActionRotateTo-[-28.0, 336.0]",0.3,Agent_1-ActionMoveTo-Table_8,0.2,"agent_1-actionrotateto-[-14.0, -560.0]"
858,agent_1-actionmoveto-box_5,0.5,agent_1-actionmoveto-agent_2,0.3,"agent_1-actionrotateto-[-28.0, 336.0]",0.2,"agent_1-actionmoveto-[210.0, -490.0]"
859,"Agent_1-ActionMoveTo-[229, 346]",0.6,Agent_1-ActionSpeak-hello,0.3,"Agent_1-ActionRotateTo-[229, 242]",0.1,agent_1-actionspeak-hello!
860,agent_1-actionwavehand-agent_2,0.5,agent_1-actionmoveto-agent_2,0.3,"agent_1-actionmoveto-[229, 346]",0.2,"agent_1-actionrotateto-[364.0, 14.0]"
861,agent_1-actionspeak-hello,0.4,"agent_1-actionmoveto-[229, 346] (key_10 location)",0.35,agent_1-actionrotateto-[agent_2],0.25,"agent_1-actionmoveto-[182.0, -140.0]"
862,"agent_1-actionmoveto-[229, 346]",0.4,"agent_1-actionmoveto-[179, 390]",0.3,"agent_1-actionrotateto-[455, -250]",0.2,agent_1-actionwait
863,agent_2-actiongrab-key_3,0.95,agent_2-actionwait,0.03,agent_2-actionpointto-key_3,0.02,agent_2-actionopen-box_4
864,agent_2-actionwait,0.5,agent_2-actionmoveto-agent_1,0.3,agent_2-actionmoveto-box_6,0.2,agent_2-actionrotateto-box_6
865,agent_2-actionmoveto-box_6,0.5,agent_2-actionmoveto-agent_1,0.3,agent_2-actionspeak-hello,0.2,agent_2-actionwait
866,agent_2-actionmovetoattention-agent_1,0.5,agent_2-actionmoveto-agent_1,0.3,agent_2-actionwait,0.2,agent_2-actionwait
867,agent_2-actionwait,0.6,agent_2-actionmoveto-agent_1,0.3,agent_2-actionrotateto-box_6,0.1,agent_2-actionwait
868,agent_1-actionspeak-hello,0.5,agent_1-actionmoveto-books_5,0.3,agent_1-actionpointto-books_5,0.2,agent_1-actionspeak-hello!
869,agent_1-actionwavehand-agent_2,0.7,agent_1-actionnodhead-agent_2,0.2,agent_1-actionwait,0.1,agent_1-actionrotateto-key_3
870,agent_1-actionspeak-thank,0.6,agent_1-actionwavehand-agent_2,0.3,agent_1-actionwait,0.1,"agent_1-actionrotateto-[686.0, 252.0]"
871,agent_1-actionwavehand-agent_2,0.5,agent_1-actionspeak-thank,0.3,agent_1-actionwait,0.2,"agent_1-actionrotateto-[-532.0, 588.0]"
872,agent_1-actionnodhead-agent_2,0.5,agent_1-actionspeak-thank,0.3,agent_1-actionwait,0.2,"agent_1-actionrotateto-[-574.0, -644.0]"
873,agent_1-actionspeak-thank you,0.6,agent_1-actionwavehand-agent_2,0.3,agent_1-actionnodhead-agent_2,0.1,agent_1-actionrotateto-agent_2
874,agent_1-actionwavehand-agent_2,0.6,agent_1-actionnodhead-agent_2,0.3,agent_1-actionspeak-thank,0.1,agent_1-actionspeak-hello!
875,agent_1-actionrotateto-agent_2,0.3,agent_1-actionwavehand-agent_2,0.2,agent_2-give-key_3,0.5,agent_1-actionwait
876,agent_1-actionmoveto-key_4,0.5,agent_1-actionwavehand-agent_2,0.3,agent_1-actionspeak-hello,0.2,agent_1-actionmoveto-agent_2
877,agent_1-actiongrab-key_4,0.95,agent_1-actionmoveto-agent_2,0.03,agent_1-actionspeak-thank_you,0.02,agent_1-actionmoveto-key_4
878,agent_1-actiongrab-key_4,0.8,agent_1-actionmoveto-box_3,0.6,agent_1-actionwait,0.2,agent_1-actionspeak-thank you!
879,agent_1-actiongrab-key_4,0.03,agent_1-actionspeak-thank,0.02,agent_1-open-box_3,1.0,agent_1-actiongrab-key_4
880,Agent_1-ActionOpen-Box_3,0.95,Agent_1-ActionSpeak-thank you,0.03,Agent_1-ActionWait,0.02,agent_1-actionmoveto-box_3
881,agent_1-actionopen-box_3,0.95,agent_1-actionwait,0.03,agent_1-actionspeak-hello,0.02,agent_1-actionunlock-box_3
882,actionwait,0.03,actionopen-box_3,0.95,actionwait,0.03,agent_1-actionopen-box_3
883,agent_1-actionwait,0.95,agent_1-actionspeak-hello,0.03,agent_1-actionrotateto-unobservable,0.02,agent_1-actionmoveto-box_5
884,agent_1-actiongrab-key_3,0.8,agent_1-actionwait,0.15,agent_1-actionmoveto-key_3,0.05,agent_1-actionopen-box_5
885,agent_1-actionmoveto-box_5,0.7,agent_1-actiongrab-key_3,0.2,agent_1-actionwait,0.1,agent_1-actionmoveto-shelf_4
886,agent_1-actionmoveto-box_5,0.7,agent_1-actiongrab-key_3,0.2,agent_1-actionwait,0.1,agent_1-actionopen-shelf_4
887,agent_1-actionwavehand-agent_2,0.6,agent_1-actionnodhead-agent_2,0.3,agent_1-actionwait,0.1,agent_1-actionmovetoattention-agent_2
888,actionmoveto-dumbbell_5,0.2,actiongrab-dumbbell_5,0.7,actionmoveto-dumbbell_5,0.2,agent_1-actionmoveto-dumbbell_5
889,agent_1-actionpointto-table_6,0.7,agent_1-actionmoveto-table_6,0.2,agent_1-actionwait,0.1,agent_1-actiongrab-dumbbell_5
890,agent_1-actionpointto-table_6,0.8,agent_1-actiongrab-dumbbell_5,0.6,agent_1-actionwait,0.3,agent_1-actionmoveto-table_6
891,agent_1-actionpointto-table_6,0.7,agent_1-actionnodhead-agent_2,0.6,agent_1-actionwait,0.3,agent_1-actionputdown-dumbbell_5
892,agent_1-actionpointto-table_6,0.5,agent_1-actionnodhead-agent_2,0.3,agent_1-actionwait,0.2,agent_1-actionnodhead
893,agent_1-actionpointto-table_6,0.5,agent_1-actionnodhead-agent_2,0.3,agent_1-actionwait,0.2,agent_1-actionnodhead
894,agent_1-actionnodhead,0.7,agent_1-actionpointto-table_6,0.2,agent_1-actionspeak-thank,0.1,agent_1-actionspeak-thank you!
895,agent_1-actionnodhead-agent_2,0.5,agent_1-actionwait,0.3,agent_1-actionspeak-thank,0.2,agent_1-actionnodhead
896,agent_1-actiongrab-key_5,0.7,agent_1-actionmoveto,0.2,agent_1-actionrotateto,0.1,agent_1-actiongrab-key_5
897,agent_1-actionopen-box_4,0.7,agent_1-actionmoveto-box_4,0.2,agent_1-actionwait,0.1,agent_1-actionmoveto-box_4
898,agent_1-actiongrab-banana_3,0.95,agent_1-actionspeak-thank_you,0.03,agent_1-actionwait,0.02,agent_1-actionunlock-box_4
899,agent_1-actiongrab-banana_3,0.95,agent_1-actionmoveto-banana_3,0.03,agent_1-actionspeak-hello,0.02,agent_1-actionopen-box_4
900,Agent_1-ActionGrab-Cup_3,0.95,Agent_1-ActionMoveTo-Cup_3,0.03,Agent_1-ActionWait,0.02,agent_1-actionmoveto-cup_3
901,agent_1-actiongrab-cup_3,0.9,agent_1-actionwait,0.07,agent_1-actionmoveto-cup_3,0.03,agent_1-actiongrab-cup_3
902,agent_2-actionfollowpointing-agent_1,0.5,agent_2-actionmoveto-chess_4,0.3,agent_2-actiongrab-chess_4,0.2,agent_2-actionfollowpointing-agent_1
903,agent_2-actionplay-chess_4,0.7,agent_2-actionmoveto-chess_4,0.2,agent_2-actionspeak-hello,0.1,agent_2-actionmoveto-agent_1
904,agent_2-actionplay-chess_4,0.95,agent_2-actionnodhead-agent_1,0.65,agent_2-actionwait,0.25,agent_2-actionmoveto-chess_4
905,agent_2-actionmoveto-chess_3,0.6,agent_2-actionplay-chess_4,0.3,agent_2-actionwait,0.1,agent_2-actionplay-chess_4
906,agent_2-actionplay-chess_4,0.7,agent_2-actionpointto-chess_4,0.2,agent_2-actionwait,0.1,"agent_2-actionrotateto-[-546.0, 210.00000000000006]"
907,agent_2-actionplay-chess_4,0.6,agent_2-actionpointto-chess_4,0.3,agent_2-actionmoveto-agent_1,0.1,"agent_2-actionrotateto-[196.0, 238.0]"
908,agent_2-actionmoveto-chess_3,0.9,agent_2-actionrotateto-chess_3,0.7,agent_2-actionmoveto-agent_1,0.5,agent_2-actionplay-chess_4
909,agent_2-actionplay-chess_4,0.5,agent_2-actionmoveto-chess_4,0.3,agent_2-actionrotateto-agent_1,0.2,agent_2-actionplay-chess_4
910,agent_2-actionmoveto-agent_1,0.6,agent_2-actionwavehand-agent_1,0.3,agent_2-actionwait,0.1,agent_2-actionpointto-chess_3
